maintenance_order_id,spare_part_id,quantity,material_cost
MO-00786,SP-009,1,18
MO-00786,SP-007,3,480
MO-00788,SP-006,3,525
MO-00788,SP-013,3,165
MO-00789,SP-010,1,32
MO-00789,SP-004,3,135
MO-00790,SP-003,1,65
MO-00790,SP-014,2,260
MO-00791,SP-013,3,165
MO-00792,SP-015,3,3750
MO-00793,SP-001,2,170
MO-00794,SP-013,1,55
MO-00794,SP-014,3,390
MO-00796,SP-015,3,3750
MO-00797,SP-012,2,380
MO-00799,SP-004,3,135
MO-00799,SP-015,1,1250
MO-00799,SP-012,1,190
MO-00800,SP-004,1,45
MO-00800,SP-010,1,32
MO-00801,SP-003,3,195
MO-00801,SP-010,3,96
MO-00802,SP-015,2,2500
MO-00806,SP-008,2,190
MO-00809,SP-012,2,380
MO-00809,SP-009,3,54
MO-00809,SP-007,2,320
MO-00810,SP-015,1,1250
MO-00811,SP-008,1,95
MO-00811,SP-001,2,170
MO-00812,SP-009,1,18
MO-00812,SP-006,2,350
MO-00813,SP-012,2,380
MO-00813,SP-011,1,140
MO-00813,SP-003,1,65
MO-00814,SP-004,1,45
MO-00817,SP-011,2,280
MO-00817,SP-006,1,175
MO-00818,SP-011,3,420
MO-00818,SP-010,1,32
MO-00818,SP-005,3,360
MO-00819,SP-001,3,255
MO-00819,SP-015,3,3750
MO-00819,SP-004,3,135
MO-00821,SP-010,1,32
MO-00821,SP-008,1,95
MO-00821,SP-004,2,90
MO-00823,SP-013,1,55
MO-00823,SP-010,3,96
MO-00824,SP-004,2,90
MO-00824,SP-005,3,360
MO-00825,SP-013,1,55
MO-00825,SP-015,2,2500
MO-00826,SP-014,3,390
MO-00827,SP-001,1,85
MO-00827,SP-006,1,175
MO-00827,SP-015,2,2500
MO-00828,SP-002,1,210
MO-00828,SP-009,3,54
MO-00828,SP-011,1,140
MO-00830,SP-010,1,32
MO-00830,SP-004,3,135
MO-00832,SP-005,3,360
MO-00833,SP-008,1,95
MO-00833,SP-004,3,135
MO-00836,SP-008,3,285
MO-00837,SP-014,2,260
MO-00837,SP-003,2,130
MO-00838,SP-012,2,380
MO-00839,SP-008,1,95
MO-00840,SP-002,1,210
MO-00841,SP-008,2,190
MO-00843,SP-002,3,630
MO-00843,SP-012,1,190
MO-00844,SP-012,1,190
MO-00845,SP-010,2,64
MO-00847,SP-007,3,480
MO-00847,SP-003,3,195
MO-00849,SP-009,2,36
MO-00849,SP-013,3,165
MO-00849,SP-011,1,140
MO-00850,SP-001,2,170
MO-00851,SP-015,2,2500
MO-00852,SP-009,3,54
MO-00855,SP-008,2,190
MO-00855,SP-015,2,2500
MO-00860,SP-012,2,380
MO-00862,SP-006,3,525
MO-00862,SP-015,1,1250
MO-00862,SP-014,1,130
MO-00863,SP-013,1,55
MO-00864,SP-003,1,65
MO-00864,SP-002,3,630
MO-00865,SP-014,1,130
MO-00865,SP-008,1,95
MO-00865,SP-002,3,630
MO-00866,SP-005,2,240
MO-00867,SP-006,1,175
MO-00868,SP-013,3,165
MO-00868,SP-008,3,285
MO-00873,SP-014,2,260
MO-00873,SP-006,2,350
MO-00874,SP-010,1,32
MO-00876,SP-004,1,45
MO-00876,SP-012,2,380
MO-00877,SP-004,3,135
MO-00877,SP-011,1,140
MO-00878,SP-002,2,420
MO-00878,SP-008,2,190
MO-00879,SP-012,1,190
MO-00881,SP-005,3,360
MO-00883,SP-007,1,160
MO-00884,SP-013,2,110
MO-00885,SP-001,3,255
MO-00885,SP-009,1,18
MO-00886,SP-010,1,32
MO-00889,SP-011,1,140
MO-00890,SP-013,3,165
MO-00891,SP-009,2,36
MO-00891,SP-012,2,380
MO-00893,SP-002,3,630
MO-00893,SP-001,1,85
MO-00895,SP-012,1,190
MO-00896,SP-003,3,195
MO-00897,SP-010,2,64
MO-00897,SP-006,3,525
MO-00898,SP-008,3,285
MO-00898,SP-014,3,390
MO-00899,SP-002,1,210
MO-00900,SP-014,1,130
MO-00900,SP-006,2,350
MO-00901,SP-014,2,260
MO-00902,SP-004,1,45
MO-00904,SP-015,3,3750
MO-00904,SP-011,1,140
MO-00905,SP-013,2,110
MO-00905,SP-004,1,45
MO-00905,SP-006,1,175
MO-00906,SP-006,3,525
MO-00907,SP-004,3,135
MO-00909,SP-002,1,210
MO-00909,SP-001,1,85
MO-00910,SP-009,3,54
MO-00912,SP-010,3,96
MO-00913,SP-015,1,1250
MO-00913,SP-014,3,390
MO-00914,SP-015,1,1250
MO-00915,SP-007,1,160
MO-00917,SP-010,3,96
MO-00917,SP-006,2,350
MO-00918,SP-002,1,210
MO-00920,SP-003,2,130
MO-00922,SP-010,2,64
MO-00924,SP-001,2,170
MO-00926,SP-004,1,45
MO-00926,SP-005,1,120
MO-00928,SP-005,1,120
MO-00928,SP-009,3,54
MO-00928,SP-001,3,255
MO-00929,SP-002,2,420
MO-00930,SP-011,2,280
MO-00930,SP-004,1,45
MO-00931,SP-006,3,525
MO-00933,SP-004,1,45
MO-00933,SP-007,3,480
MO-00934,SP-011,1,140
MO-00934,SP-005,3,360
MO-00934,SP-006,2,350
MO-00936,SP-013,3,165
MO-00936,SP-014,2,260
MO-00937,SP-009,2,36
MO-00937,SP-013,2,110
MO-00937,SP-005,3,360
MO-00938,SP-005,1,120
MO-00938,SP-002,1,210
MO-00939,SP-001,1,85
MO-00940,SP-011,3,420
MO-00940,SP-015,2,2500
MO-00941,SP-012,2,380
MO-00941,SP-001,2,170
MO-00942,SP-005,3,360
MO-00942,SP-004,3,135
MO-00942,SP-001,2,170
MO-00943,SP-012,2,380
MO-00945,SP-005,1,120
MO-00948,SP-005,2,240
MO-00949,SP-010,2,64
MO-00949,SP-001,2,170
MO-00950,SP-012,3,570
MO-00952,SP-005,2,240
MO-00952,SP-003,1,65
MO-00954,SP-008,3,285
MO-00955,SP-012,3,570
MO-00955,SP-001,1,85
MO-00955,SP-010,2,64
MO-00956,SP-005,3,360
MO-00956,SP-010,2,64
MO-00956,SP-004,1,45
MO-00957,SP-010,1,32
MO-00957,SP-004,3,135
MO-00958,SP-011,2,280
MO-00958,SP-013,1,55
MO-00959,SP-007,2,320
MO-00960,SP-012,1,190
MO-00961,SP-006,3,525
MO-00961,SP-012,2,380
MO-00961,SP-015,1,1250
MO-00962,SP-014,1,130
MO-00962,SP-005,2,240
MO-00964,SP-013,2,110
MO-00964,SP-014,3,390
MO-00964,SP-010,2,64
MO-00965,SP-010,3,96
MO-00966,SP-004,1,45
MO-00966,SP-002,3,630
MO-00967,SP-002,3,630
MO-00967,SP-015,3,3750
MO-00968,SP-005,1,120
MO-00968,SP-015,3,3750
MO-00968,SP-011,2,280
MO-00969,SP-010,3,96
MO-00969,SP-004,3,135
MO-00970,SP-001,3,255
MO-00971,SP-001,3,255
MO-00971,SP-010,3,96
MO-00971,SP-008,1,95
MO-00972,SP-004,1,45
MO-00972,SP-007,3,480
MO-00973,SP-015,1,1250
MO-00974,SP-013,1,55
MO-00976,SP-008,3,285
MO-00976,SP-010,3,96
MO-00977,SP-009,1,18
MO-00977,SP-014,1,130
MO-00977,SP-002,1,210
MO-00979,SP-014,2,260
MO-00979,SP-013,1,55
MO-00980,SP-001,1,85
MO-00982,SP-003,3,195
MO-00982,SP-004,1,45
MO-00985,SP-006,2,350
MO-00986,SP-013,3,165
MO-00987,SP-003,1,65
MO-00987,SP-014,3,390
MO-00989,SP-012,2,380
MO-00989,SP-008,2,190
MO-00991,SP-003,3,195
MO-00991,SP-014,1,130
MO-00992,SP-008,3,285
MO-00992,SP-012,3,570
MO-00992,SP-010,2,64
MO-00993,SP-015,1,1250
MO-00993,SP-007,3,480
MO-00994,SP-009,1,18
MO-00994,SP-013,1,55
MO-00995,SP-015,2,2500
MO-00995,SP-002,1,210
MO-00996,SP-007,3,480
MO-00997,SP-010,1,32
MO-00997,SP-011,3,420
MO-00998,SP-015,2,2500
MO-00998,SP-006,1,175
MO-00998,SP-013,3,165
MO-00999,SP-007,2,320
MO-00999,SP-013,3,165
MO-01000,SP-014,2,260
MO-01001,SP-004,3,135
MO-01001,SP-003,2,130
MO-01003,SP-007,2,320
MO-01003,SP-004,2,90
MO-01003,SP-002,3,630
MO-01005,SP-006,3,525
MO-01005,SP-002,2,420
MO-01005,SP-012,1,190
MO-01007,SP-005,2,240
MO-01007,SP-013,2,110
MO-01007,SP-003,1,65
MO-01008,SP-010,3,96
MO-01008,SP-004,2,90
MO-01008,SP-014,1,130
MO-01009,SP-014,3,390
MO-01010,SP-014,2,260
MO-01010,SP-008,1,95
MO-01011,SP-012,2,380
MO-01011,SP-013,1,55
MO-01012,SP-012,2,380
MO-01012,SP-005,3,360
MO-01012,SP-006,3,525
MO-01014,SP-007,3,480
MO-01014,SP-001,2,170
MO-01014,SP-015,1,1250
MO-01015,SP-001,3,255
MO-01015,SP-008,2,190
MO-01018,SP-007,1,160
MO-01019,SP-005,3,360
MO-01019,SP-008,3,285
MO-01020,SP-011,1,140
MO-01020,SP-006,1,175
MO-01021,SP-007,2,320
MO-01022,SP-011,1,140
MO-01023,SP-003,3,195
MO-01023,SP-014,1,130
MO-01024,SP-002,3,630
MO-01026,SP-001,3,255
MO-01027,SP-012,1,190
MO-01028,SP-013,1,55
MO-01028,SP-004,2,90
MO-01030,SP-012,1,190
MO-01030,SP-003,3,195
MO-01031,SP-008,1,95
MO-01034,SP-005,1,120
MO-01037,SP-007,2,320
MO-01037,SP-006,1,175
MO-01040,SP-011,1,140
MO-01040,SP-002,2,420
MO-01043,SP-015,2,2500
MO-01043,SP-012,2,380
MO-01045,SP-004,2,90
MO-01045,SP-012,1,190
MO-01045,SP-010,2,64
MO-01046,SP-003,3,195
MO-01047,SP-014,2,260
MO-01047,SP-001,3,255
MO-01048,SP-015,3,3750
MO-01048,SP-003,1,65
MO-01049,SP-013,1,55
MO-01049,SP-004,1,45
MO-01052,SP-001,3,255
MO-01052,SP-007,3,480
MO-01053,SP-001,3,255
MO-01055,SP-001,3,255
MO-01055,SP-008,1,95
MO-01056,SP-012,3,570
MO-01056,SP-014,2,260
MO-01057,SP-001,1,85
MO-01058,SP-008,2,190
MO-01059,SP-002,1,210
MO-01059,SP-003,1,65
MO-01059,SP-009,2,36
MO-01060,SP-012,1,190
MO-01060,SP-002,2,420
MO-01060,SP-009,1,18
MO-01062,SP-001,1,85
MO-01064,SP-002,2,420
MO-01064,SP-006,1,175
MO-01064,SP-014,1,130
MO-01065,SP-004,3,135
MO-01065,SP-011,1,140
MO-01065,SP-001,2,170
MO-01066,SP-011,2,280
MO-01066,SP-001,1,85
MO-01066,SP-015,3,3750
MO-01067,SP-005,1,120
MO-01067,SP-001,1,85
MO-01067,SP-007,2,320
MO-01071,SP-002,2,420
MO-01071,SP-011,2,280
MO-01076,SP-010,3,96
MO-01077,SP-003,1,65
MO-01080,SP-006,1,175
MO-01081,SP-014,3,390
MO-01081,SP-012,2,380
MO-01083,SP-010,2,64
MO-01084,SP-011,3,420
MO-01084,SP-012,1,190
MO-01084,SP-002,1,210
MO-01087,SP-012,2,380
MO-01087,SP-010,3,96
MO-01088,SP-014,3,390
MO-01090,SP-002,2,420
MO-01091,SP-005,1,120
MO-01091,SP-003,1,65
MO-01093,SP-007,2,320
MO-01093,SP-013,2,110
MO-01094,SP-010,1,32
MO-01095,SP-005,1,120
MO-01095,SP-002,2,420
MO-01096,SP-005,2,240
MO-01097,SP-012,1,190
MO-01097,SP-010,3,96
MO-01097,SP-014,2,260
MO-01098,SP-015,3,3750
MO-01099,SP-009,2,36
MO-01099,SP-002,1,210
MO-01100,SP-011,1,140
MO-01101,SP-014,1,130
MO-01101,SP-010,1,32
MO-01103,SP-008,3,285
MO-01104,SP-006,1,175
MO-01104,SP-011,3,420
MO-01104,SP-013,2,110
MO-01105,SP-012,3,570
MO-01105,SP-007,2,320
MO-01106,SP-012,3,570
MO-01107,SP-015,1,1250
MO-01108,SP-008,2,190
MO-01108,SP-013,3,165
MO-01108,SP-015,2,2500
MO-01111,SP-005,3,360
MO-01112,SP-004,3,135
MO-01112,SP-005,2,240
MO-01112,SP-008,2,190
MO-01113,SP-001,2,170
MO-01114,SP-013,2,110
MO-01115,SP-004,1,45
MO-01115,SP-011,3,420
MO-01115,SP-012,3,570
MO-01116,SP-008,1,95
MO-01116,SP-004,3,135
MO-01119,SP-009,2,36
MO-01120,SP-003,3,195
MO-01120,SP-014,1,130
MO-01120,SP-007,2,320
MO-01121,SP-010,3,96
MO-01122,SP-014,3,390
MO-01124,SP-013,2,110
MO-01124,SP-009,1,18
MO-01126,SP-014,2,260
MO-01126,SP-015,3,3750
MO-01127,SP-015,2,2500
MO-01132,SP-008,1,95
MO-01132,SP-013,1,55
MO-01133,SP-009,1,18
MO-01133,SP-002,1,210
MO-01134,SP-002,2,420
MO-01134,SP-009,2,36
MO-01134,SP-007,1,160
MO-01135,SP-013,1,55
MO-01138,SP-001,1,85
MO-01138,SP-010,1,32
MO-01138,SP-007,1,160
MO-01141,SP-001,3,255
MO-01141,SP-015,1,1250
MO-01142,SP-005,2,240
MO-01144,SP-015,3,3750
MO-01144,SP-014,1,130
MO-01144,SP-002,1,210
MO-01145,SP-009,3,54
MO-01146,SP-004,1,45
MO-01146,SP-005,3,360
MO-01146,SP-003,3,195
MO-01147,SP-002,2,420
MO-01147,SP-013,1,55
MO-01148,SP-011,2,280
MO-01148,SP-003,3,195
MO-01148,SP-002,2,420
MO-01149,SP-003,1,65
MO-01149,SP-009,3,54
MO-01150,SP-004,1,45
MO-01150,SP-015,1,1250
MO-01150,SP-001,1,85
MO-01152,SP-003,2,130
MO-01154,SP-008,1,95
MO-01155,SP-001,2,170
MO-01155,SP-003,2,130
MO-01157,SP-004,1,45
MO-01158,SP-003,1,65
MO-01158,SP-014,2,260
MO-01159,SP-014,1,130
MO-01159,SP-008,1,95
MO-01163,SP-014,3,390
MO-01163,SP-005,1,120
MO-01165,SP-014,3,390
MO-01165,SP-011,1,140
MO-01166,SP-002,1,210
MO-01166,SP-001,2,170
MO-01166,SP-014,2,260
MO-01167,SP-009,3,54
MO-01167,SP-014,3,390
MO-01168,SP-009,2,36
MO-01168,SP-014,1,130
MO-01168,SP-002,3,630
MO-01169,SP-007,3,480
MO-01169,SP-011,3,420
MO-01170,SP-011,3,420
MO-01171,SP-001,2,170
MO-01171,SP-002,2,420
MO-01172,SP-009,2,36
MO-01182,SP-001,3,255
MO-01182,SP-015,2,2500
MO-01185,SP-012,3,570
MO-01185,SP-015,1,1250
MO-01185,SP-008,2,190
MO-01186,SP-011,3,420
MO-01186,SP-007,3,480
MO-01187,SP-005,1,120
MO-01188,SP-007,2,320
MO-01188,SP-014,1,130
MO-01189,SP-008,2,190
MO-01190,SP-004,3,135
MO-01190,SP-010,2,64
MO-01190,SP-009,2,36
MO-01191,SP-011,2,280
MO-01191,SP-007,2,320
MO-01193,SP-008,2,190
MO-01193,SP-014,2,260
MO-01194,SP-014,1,130
MO-01195,SP-008,2,190
MO-01197,SP-014,1,130
MO-01197,SP-009,1,18
MO-01198,SP-008,2,190
MO-01199,SP-002,3,630
MO-01199,SP-014,1,130
MO-01200,SP-012,2,380
MO-01201,SP-006,3,525
MO-01203,SP-006,1,175
MO-01203,SP-014,2,260
MO-01203,SP-012,1,190
MO-01204,SP-009,3,54
MO-01205,SP-004,1,45
MO-01205,SP-002,2,420
MO-01206,SP-001,2,170
MO-01206,SP-014,3,390
MO-01207,SP-002,2,420
MO-01208,SP-009,1,18
MO-01208,SP-010,2,64
MO-01209,SP-009,3,54
MO-01210,SP-015,2,2500
MO-01210,SP-010,1,32
MO-01212,SP-014,2,260
MO-01214,SP-015,1,1250
MO-01214,SP-002,1,210
MO-01214,SP-008,1,95
MO-01215,SP-005,3,360
MO-01215,SP-004,3,135
MO-01216,SP-007,3,480
MO-01217,SP-014,3,390
MO-01218,SP-002,2,420
MO-01220,SP-004,1,45
MO-01220,SP-007,3,480
MO-01222,SP-013,2,110
MO-01224,SP-006,1,175
MO-01225,SP-015,2,2500
MO-01226,SP-009,2,36
MO-01228,SP-009,2,36
MO-01229,SP-013,2,110
MO-01229,SP-014,1,130
MO-01230,SP-014,1,130
MO-01231,SP-001,2,170
MO-01232,SP-002,2,420
MO-01233,SP-014,2,260
MO-01234,SP-015,3,3750
MO-01234,SP-004,2,90
MO-01235,SP-009,2,36
MO-01235,SP-001,2,170
MO-01236,SP-015,2,2500
MO-01236,SP-001,3,255
MO-01237,SP-009,2,36
MO-01238,SP-004,3,135
MO-01239,SP-001,3,255
MO-01239,SP-008,1,95
MO-01240,SP-009,1,18
MO-01240,SP-001,1,85
MO-01240,SP-010,3,96
MO-01241,SP-011,1,140
MO-01241,SP-006,3,525
MO-01243,SP-005,1,120
MO-01243,SP-004,3,135
MO-01246,SP-002,1,210
MO-01250,SP-003,2,130
MO-01250,SP-004,3,135
MO-01250,SP-014,3,390
MO-01251,SP-003,3,195
MO-01251,SP-010,2,64
MO-01251,SP-013,2,110
MO-01252,SP-002,3,630
MO-01252,SP-015,2,2500
MO-01253,SP-005,3,360
MO-01253,SP-013,2,110
MO-01253,SP-007,1,160
MO-01256,SP-007,1,160
MO-01256,SP-015,2,2500
MO-01259,SP-011,2,280
MO-01260,SP-001,2,170
MO-01260,SP-006,1,175
MO-01261,SP-013,1,55
MO-01261,SP-014,1,130
MO-01262,SP-013,3,165
MO-01263,SP-002,1,210
MO-01267,SP-006,3,525
MO-01269,SP-012,2,380
MO-01269,SP-004,1,45
MO-01271,SP-003,3,195
MO-01271,SP-006,2,350
MO-01271,SP-001,2,170
MO-01274,SP-007,2,320
MO-01275,SP-009,2,36
MO-01275,SP-007,2,320
MO-01276,SP-013,1,55
MO-01276,SP-002,1,210
MO-01277,SP-004,1,45
MO-01280,SP-005,1,120
MO-01282,SP-009,2,36
MO-01283,SP-004,3,135
MO-01283,SP-015,2,2500
MO-01283,SP-009,2,36
MO-01285,SP-013,2,110
MO-01285,SP-012,3,570
MO-01286,SP-005,3,360
MO-01287,SP-014,1,130
MO-01288,SP-009,3,54
MO-01288,SP-003,2,130
MO-01290,SP-005,1,120
MO-01291,SP-006,2,350
MO-01291,SP-011,3,420
MO-01291,SP-010,1,32
MO-01292,SP-004,3,135
MO-01293,SP-007,3,480
MO-01293,SP-005,1,120
MO-01295,SP-012,1,190
MO-01295,SP-004,2,90
MO-01296,SP-014,3,390
MO-01296,SP-002,1,210
MO-01298,SP-011,1,140
MO-01298,SP-006,2,350
MO-01300,SP-014,3,390
MO-01301,SP-001,3,255
MO-01304,SP-005,3,360
MO-01305,SP-009,1,18
MO-01305,SP-008,3,285
MO-01306,SP-002,1,210
MO-01306,SP-004,3,135
MO-01308,SP-001,1,85
MO-01309,SP-005,3,360
MO-01311,SP-003,3,195
MO-01312,SP-008,3,285
MO-01312,SP-003,3,195
MO-01312,SP-002,3,630
MO-01316,SP-006,1,175
MO-01317,SP-001,2,170
MO-01317,SP-009,3,54
MO-01317,SP-010,2,64
MO-01318,SP-013,1,55
MO-01318,SP-010,2,64
MO-01319,SP-011,1,140
MO-01320,SP-015,3,3750
MO-01320,SP-001,1,85
MO-01321,SP-008,1,95
MO-01322,SP-007,2,320
MO-01323,SP-011,2,280
MO-01323,SP-002,3,630
MO-01323,SP-013,2,110
MO-01324,SP-008,3,285
MO-01325,SP-006,2,350
MO-01326,SP-009,3,54
MO-01326,SP-012,2,380
MO-01328,SP-014,3,390
MO-01328,SP-011,1,140
MO-01328,SP-006,1,175
MO-01329,SP-002,3,630
MO-01329,SP-004,2,90
MO-01329,SP-006,3,525
MO-01330,SP-010,2,64
MO-01330,SP-006,3,525
MO-01331,SP-009,1,18
MO-01331,SP-003,2,130
MO-01332,SP-010,3,96
MO-01332,SP-011,3,420
MO-01334,SP-011,3,420
MO-01335,SP-007,2,320
MO-01337,SP-006,3,525
MO-01337,SP-014,2,260
MO-01342,SP-003,3,195
MO-01343,SP-009,2,36
MO-01344,SP-008,1,95
MO-01344,SP-007,2,320
MO-01344,SP-014,1,130
MO-01346,SP-014,1,130
MO-01346,SP-003,3,195
MO-01346,SP-005,2,240
MO-01347,SP-005,3,360
MO-01347,SP-001,1,85
MO-01347,SP-010,3,96
MO-01349,SP-004,3,135
MO-01351,SP-006,2,350
MO-01351,SP-001,2,170
MO-01352,SP-001,1,85
MO-01352,SP-011,1,140
MO-01355,SP-008,3,285
MO-01355,SP-013,3,165
MO-01359,SP-015,2,2500
MO-01359,SP-010,1,32
MO-01360,SP-013,2,110
MO-01360,SP-001,3,255
MO-01361,SP-012,1,190
MO-01361,SP-010,2,64
MO-01361,SP-003,3,195
MO-01364,SP-004,2,90
MO-01364,SP-001,2,170
MO-01364,SP-011,2,280
MO-01366,SP-012,2,380
MO-01366,SP-009,2,36
MO-01367,SP-014,1,130
MO-01369,SP-009,1,18
MO-01369,SP-011,2,280
MO-01370,SP-002,1,210
MO-01372,SP-004,3,135
MO-01373,SP-013,1,55
MO-01373,SP-002,2,420
MO-01374,SP-010,1,32
MO-01374,SP-008,3,285
MO-01375,SP-010,1,32
MO-01375,SP-009,1,18
MO-01376,SP-012,3,570
MO-01376,SP-005,2,240
MO-01377,SP-012,3,570
MO-01377,SP-014,3,390
MO-01382,SP-002,1,210
MO-01382,SP-015,2,2500
MO-01383,SP-007,1,160
MO-01384,SP-006,2,350
MO-01384,SP-009,2,36
MO-01384,SP-011,2,280
MO-01385,SP-009,1,18
MO-01385,SP-007,1,160
MO-01386,SP-001,1,85
MO-01386,SP-014,3,390
MO-01386,SP-015,2,2500
MO-01387,SP-008,1,95
MO-01387,SP-007,3,480
MO-01387,SP-011,1,140
MO-01388,SP-015,1,1250
MO-01389,SP-006,2,350
MO-01389,SP-014,2,260
MO-01390,SP-015,1,1250
MO-01390,SP-014,1,130
MO-01391,SP-003,3,195
MO-01393,SP-012,2,380
MO-01393,SP-015,1,1250
MO-01393,SP-011,3,420
MO-01394,SP-014,2,260
MO-01394,SP-012,2,380
MO-01395,SP-015,1,1250
MO-01395,SP-013,3,165
MO-01396,SP-011,1,140
MO-01396,SP-003,2,130
MO-01397,SP-006,3,525
MO-01398,SP-010,2,64
MO-01398,SP-002,3,630
MO-01400,SP-007,3,480
MO-01400,SP-005,3,360
MO-01402,SP-013,3,165
MO-01402,SP-005,1,120
MO-01403,SP-008,2,190
MO-01403,SP-003,2,130
MO-01403,SP-012,3,570
