maintenance_order_id,notification_id,equipment_id,technician_id,order_date,maintenance_type,priority,status,labour_hours,downtime_hours,labour_cost,material_cost,total_cost
MO-00226,N-00240,EQ-0051,T-010,2024-05-11,Corrective,High,Completed,5.45,4.87,299.98,2500.0,2799.98
MO-00227,N-00241,EQ-0063,T-024,2024-08-12,Corrective,Medium,Closed,8.21,3.34,344.95,190.0,534.95
MO-00228,N-00242,EQ-0031,T-009,2024-02-26,Preventive,Low,Completed,6.81,0.0,374.46,90.0,464.46
MO-00229,N-00243,EQ-0028,T-007,2024-08-14,Preventive,Medium,Completed,4.12,0.0,173.19,0.0,173.19
MO-00230,N-00244,EQ-0092,T-023,2026-04-10,Preventive,Medium,Completed,13.49,0.0,742.08,0.0,742.08
MO-00231,N-00245,EQ-0004,T-003,2024-11-14,Preventive,Medium,Completed,2.86,0.0,120.12,0.0,120.12
MO-00232,N-00246,EQ-0077,T-002,2024-03-29,Corrective,Low,Completed,2.45,5.44,102.81,85.0,187.81
MO-00233,N-00247,EQ-0044,T-029,2025-11-13,Corrective,Medium,Completed,8.23,3.4,452.49,955.0,1407.49
MO-00234,N-00248,EQ-0042,T-017,2026-01-02,Preventive,Medium,Completed,1.46,0.0,80.07,820.0,900.07
MO-00235,N-00249,EQ-0091,T-022,2025-02-13,Preventive,Medium,Completed,6.44,0.0,206.06,370.0,576.06
MO-00236,N-00250,EQ-0021,T-009,2024-08-17,Preventive,Medium,Completed,0.97,0.0,53.37,0.0,53.37
MO-00237,N-00251,EQ-0002,T-008,2026-04-27,Corrective,Low,Completed,4.75,3.38,261.17,2500.0,2761.17
MO-00238,N-00252,EQ-0069,T-023,2025-08-29,Preventive,Medium,Open,2.4,0.0,131.97,285.0,416.97
MO-00239,N-00253,EQ-0093,T-020,2024-06-29,Corrective,Medium,Completed,3.56,8.42,196.06,85.0,281.06
MO-00240,N-00254,EQ-0014,T-005,2024-01-15,Corrective,Medium,Completed,4.04,10.37,222.39,0.0,222.39
MO-00241,N-00255,EQ-0007,T-009,2025-10-19,Corrective,Medium,Completed,10.66,3.96,586.06,210.0,796.06
MO-00242,N-00256,EQ-0081,T-014,2026-05-04,Preventive,Medium,Completed,3.55,0.0,113.76,0.0,113.76
MO-00243,N-00257,EQ-0036,T-016,2025-09-16,Preventive,Medium,Completed,3.15,0.0,173.41,0.0,173.41
MO-00244,N-00258,EQ-0094,T-014,2024-11-30,Corrective,Medium,Completed,8.4,7.51,268.85,1370.0,1638.85
MO-00245,N-00259,EQ-0017,T-004,2025-07-22,Corrective,Medium,Open,3.08,16.53,169.16,355.0,524.16
MO-00246,N-00260,EQ-0029,T-008,2026-06-08,Corrective,Low,Completed,0.5,6.93,27.5,0.0,27.5
MO-00247,N-00261,EQ-0041,T-001,2026-03-06,Corrective,High,Completed,10.74,5.35,590.77,165.0,755.77
MO-00248,N-00262,EQ-0029,T-020,2024-12-19,Corrective,Medium,Completed,2.43,19.78,133.61,0.0,133.61
MO-00249,N-00263,EQ-0054,T-024,2025-11-15,Corrective,Low,Completed,4.06,5.96,170.62,0.0,170.62
MO-00250,N-00264,EQ-0036,T-027,2024-03-07,Corrective,High,Completed,1.65,4.09,52.83,1912.0,1964.83
MO-00251,N-00265,EQ-0095,T-018,2025-08-31,Corrective,Medium,Completed,5.34,7.41,224.44,0.0,224.44
MO-00252,N-00266,EQ-0100,T-005,2025-04-22,Corrective,High,Completed,1.36,3.12,74.91,0.0,74.91
MO-00253,N-00268,EQ-0023,T-013,2025-05-10,Corrective,Medium,Completed,1.25,2.31,68.85,0.0,68.85
MO-00254,N-00269,EQ-0031,T-019,2025-05-06,Corrective,Medium,Completed,6.6,4.4,363.21,1285.0,1648.21
MO-00255,N-00270,EQ-0020,T-020,2025-01-16,Preventive,Medium,Completed,10.32,0.0,567.39,0.0,567.39
MO-00256,N-00271,EQ-0055,T-020,2026-01-10,Corrective,Medium,Completed,15.82,5.44,870.18,0.0,870.18
MO-00257,N-00272,EQ-0035,T-017,2024-08-29,Corrective,Medium,Completed,3.67,8.0,201.62,3750.0,3951.62
MO-00258,N-00273,EQ-0071,T-021,2025-11-19,Preventive,High,Closed,3.63,0.0,152.38,760.0,912.38
MO-00259,N-00274,EQ-0044,T-001,2025-08-15,Preventive,Medium,Completed,1.95,0.0,107.04,65.0,172.04
MO-00260,N-00275,EQ-0068,T-007,2024-06-11,Corrective,Medium,Completed,3.46,13.74,145.44,36.0,181.44
MO-00261,N-00276,EQ-0031,T-027,2024-10-15,Corrective,Medium,Completed,4.93,4.38,157.9,230.0,387.9
MO-00262,N-00278,EQ-0062,T-004,2024-05-20,Preventive,Medium,Completed,4.61,0.0,253.57,630.0,883.57
MO-00263,N-00279,EQ-0076,T-003,2025-10-09,Preventive,Medium,Completed,2.93,0.0,122.91,1250.0,1372.91
MO-00264,N-00280,EQ-0050,T-028,2025-05-06,Corrective,Medium,Completed,2.33,6.38,74.62,0.0,74.62
MO-00265,N-00281,EQ-0064,T-017,2024-01-30,Corrective,Medium,Open,3.0,3.85,164.93,401.0,565.93
MO-00266,N-00282,EQ-0089,T-019,2025-10-02,Preventive,Low,Completed,0.94,0.0,51.58,470.0,521.58
MO-00267,N-00283,EQ-0012,T-023,2024-04-01,Corrective,High,Completed,6.19,5.72,340.69,0.0,340.69
MO-00268,N-00284,EQ-0077,T-006,2025-09-29,Corrective,Medium,Completed,4.08,7.19,130.52,195.0,325.52
MO-00269,N-00285,EQ-0022,T-030,2025-06-02,Preventive,Medium,Completed,1.99,0.0,109.43,525.0,634.43
MO-00270,N-00286,EQ-0087,T-016,2025-02-25,Preventive,Medium,Completed,3.27,0.0,179.8,55.0,234.8
MO-00271,N-00287,EQ-0035,T-016,2024-09-12,Corrective,Medium,Completed,3.7,8.08,203.64,486.0,689.64
MO-00272,N-00288,EQ-0056,T-018,2025-12-27,Preventive,Medium,Completed,0.63,0.0,26.26,345.0,371.26
MO-00273,N-00289,EQ-0062,T-030,2025-12-15,Preventive,Medium,Completed,2.0,0.0,110.0,110.0,220.0
MO-00274,N-00290,EQ-0041,T-022,2024-07-08,Preventive,Medium,Open,4.36,0.0,139.5,0.0,139.5
MO-00275,N-00291,EQ-0035,T-025,2025-12-08,Preventive,Medium,Completed,5.9,0.0,188.68,561.0,749.68
MO-00276,N-00292,EQ-0005,T-023,2025-07-18,Corrective,High,Completed,9.94,9.01,546.66,220.0,766.66
MO-00277,N-00293,EQ-0080,T-014,2025-04-11,Preventive,High,Completed,4.25,0.0,136.14,290.0,426.14
MO-00278,N-00294,EQ-0066,T-015,2025-06-20,Preventive,Medium,Completed,5.25,0.0,288.77,316.0,604.77
MO-00279,N-00295,EQ-0079,T-016,2025-06-21,Corrective,Medium,Completed,3.29,17.07,181.02,540.0,721.02
MO-00280,N-00296,EQ-0085,T-014,2025-04-14,Corrective,High,Completed,2.25,3.98,72.06,720.0,792.06
MO-00281,N-00297,EQ-0051,T-012,2024-01-19,Corrective,Medium,Closed,5.37,7.09,171.73,324.0,495.73
MO-00282,N-00298,EQ-0052,T-025,2024-09-20,Corrective,Medium,Completed,8.2,2.58,262.25,1535.0,1797.25
MO-00283,N-00299,EQ-0039,T-027,2024-08-03,Corrective,Medium,Closed,2.88,5.27,92.3,0.0,92.3
MO-00284,N-00300,EQ-0085,T-005,2025-06-05,Preventive,Medium,Completed,7.32,0.0,402.76,120.0,522.76
MO-00285,N-00302,EQ-0018,T-015,2026-03-30,Preventive,Medium,Completed,7.46,0.0,410.09,480.0,890.09
MO-00286,N-00303,EQ-0064,T-001,2026-03-06,Corrective,Low,Completed,1.09,4.52,59.91,170.0,229.91
MO-00287,N-00304,EQ-0100,T-026,2025-03-15,Preventive,Medium,Completed,3.1,0.0,170.62,0.0,170.62
MO-00288,N-00305,EQ-0039,T-004,2025-11-23,Corrective,Medium,Completed,2.25,3.05,123.73,4275.0,4398.73
MO-00289,N-00306,EQ-0042,T-004,2025-11-01,Preventive,Medium,Completed,1.26,0.0,69.04,0.0,69.04
MO-00290,N-00307,EQ-0003,T-007,2025-08-30,Preventive,Medium,Open,5.39,0.0,226.38,0.0,226.38
MO-00291,N-00308,EQ-0013,T-021,2025-10-24,Corrective,High,Completed,6.31,1.7,265.11,370.0,635.11
MO-00292,N-00309,EQ-0067,T-026,2026-06-17,Corrective,Medium,Closed,2.48,2.87,136.33,18.0,154.33
MO-00293,N-00310,EQ-0069,T-027,2025-09-13,Preventive,Low,Completed,4.51,0.0,144.31,3750.0,3894.31
MO-00294,N-00311,EQ-0004,T-010,2024-07-06,Corrective,Low,Completed,3.02,0.6,166.17,670.0,836.17
MO-00295,N-00312,EQ-0087,T-005,2025-01-29,Preventive,Medium,Completed,7.8,0.0,428.73,166.0,594.73
MO-00296,N-00313,EQ-0064,T-026,2025-07-23,Preventive,Medium,Completed,4.91,0.0,270.21,255.0,525.21
MO-00297,N-00314,EQ-0018,T-002,2024-06-10,Corrective,High,Completed,0.85,11.15,35.59,670.0,705.59
MO-00298,N-00315,EQ-0067,T-004,2025-01-18,Preventive,High,Completed,11.09,0.0,609.72,96.0,705.72
MO-00299,N-00316,EQ-0094,T-022,2024-11-07,Preventive,Medium,Completed,0.5,0.0,16.0,0.0,16.0
MO-00300,N-00318,EQ-0005,T-027,2024-10-28,Corrective,Medium,Completed,9.34,9.57,298.85,4330.0,4628.85
MO-00301,N-00319,EQ-0026,T-011,2024-05-02,Corrective,High,Completed,8.82,4.25,282.26,18.0,300.26
MO-00302,N-00320,EQ-0051,T-013,2024-11-11,Corrective,Medium,Completed,3.2,6.01,176.24,966.0,1142.24
MO-00303,N-00321,EQ-0076,T-007,2025-09-13,Corrective,High,Completed,0.94,3.2,39.6,385.0,424.6
MO-00304,N-00322,EQ-0049,T-028,2026-01-15,Preventive,Medium,Completed,4.16,0.0,133.2,81.0,214.2
MO-00305,N-00323,EQ-0074,T-024,2024-07-16,Preventive,Medium,Completed,1.1,0.0,46.06,18.0,64.06
MO-00306,N-00324,EQ-0066,T-023,2026-06-30,Preventive,Low,Completed,6.19,0.0,340.62,0.0,340.62
MO-00307,N-00325,EQ-0094,T-026,2026-05-23,Corrective,High,Completed,1.55,3.34,85.09,0.0,85.09
MO-00308,N-00326,EQ-0041,T-028,2025-10-29,Corrective,Medium,Completed,4.36,5.22,139.42,490.0,629.42
MO-00309,N-00327,EQ-0067,T-021,2024-12-10,Corrective,Medium,Completed,11.16,2.7,468.58,980.0,1448.58
MO-00310,N-00328,EQ-0002,T-010,2026-03-12,Corrective,High,Completed,0.52,4.49,28.48,630.0,658.48
MO-00311,N-00329,EQ-0009,T-012,2024-05-01,Corrective,Medium,Completed,1.63,6.7,52.06,0.0,52.06
MO-00312,N-00330,EQ-0021,T-027,2025-02-08,Preventive,Medium,Completed,2.92,0.0,93.3,18.0,111.3
MO-00313,N-00331,EQ-0093,T-015,2025-06-29,Preventive,Low,Completed,12.31,0.0,677.19,95.0,772.19
MO-00314,N-00332,EQ-0068,T-030,2025-09-23,Preventive,Medium,Completed,4.54,0.0,249.51,525.0,774.51
MO-00315,N-00333,EQ-0052,T-004,2024-04-20,Preventive,High,Closed,7.33,0.0,403.27,2500.0,2903.27
MO-00316,N-00334,EQ-0066,T-007,2024-05-29,Corrective,Low,Completed,3.29,5.33,138.25,64.0,202.25
MO-00317,N-00335,EQ-0016,T-002,2025-12-13,Preventive,Medium,Completed,6.97,0.0,292.74,570.0,862.74
MO-00318,N-00337,EQ-0070,T-001,2025-07-24,Corrective,Low,Completed,1.77,2.41,97.38,85.0,182.38
MO-00319,N-00338,EQ-0059,T-010,2024-01-31,Preventive,High,Completed,1.29,0.0,71.05,470.0,541.05
MO-00320,N-00339,EQ-0032,T-010,2025-12-30,Corrective,Medium,Closed,1.45,2.01,79.62,0.0,79.62
MO-00321,N-00340,EQ-0092,T-020,2024-06-04,Corrective,Medium,Completed,5.03,7.61,276.84,415.0,691.84
MO-00322,N-00341,EQ-0073,T-024,2025-11-19,Corrective,Medium,Completed,4.89,5.89,205.57,160.0,365.57
MO-00323,N-00342,EQ-0074,T-016,2025-06-26,Corrective,Emergency,Completed,5.22,1.08,286.83,0.0,286.83
MO-00324,N-00343,EQ-0016,T-017,2024-06-09,Corrective,High,Completed,2.17,11.14,119.13,535.0,654.13
MO-00325,N-00344,EQ-0051,T-028,2024-02-20,Corrective,High,Completed,7.32,7.18,234.37,0.0,234.37
MO-00326,N-00345,EQ-0046,T-011,2026-05-09,Preventive,Medium,Completed,6.45,0.0,206.47,810.0,1016.47
MO-00327,N-00346,EQ-0099,T-007,2025-01-15,Preventive,Medium,Completed,6.21,0.0,260.65,55.0,315.65
MO-00328,N-00347,EQ-0068,T-011,2024-01-24,Preventive,Medium,Completed,1.17,0.0,37.49,3960.0,3997.49
MO-00329,N-00348,EQ-0061,T-016,2026-01-14,Corrective,Medium,Completed,1.06,6.62,58.47,380.0,438.47
MO-00330,N-00349,EQ-0036,T-010,2026-03-08,Preventive,High,Completed,8.42,0.0,462.86,680.0,1142.86
MO-00331,N-00350,EQ-0090,T-002,2025-12-03,Preventive,High,Completed,6.79,0.0,285.17,355.0,640.17
MO-00332,N-00351,EQ-0087,T-023,2025-01-15,Preventive,Medium,Completed,8.08,0.0,444.45,0.0,444.45
MO-00333,N-00352,EQ-0090,T-020,2024-02-15,Corrective,Emergency,Completed,3.72,9.57,204.72,130.0,334.72
MO-00334,N-00353,EQ-0058,T-030,2025-11-10,Preventive,High,Completed,5.67,0.0,312.12,185.0,497.12
MO-00335,N-00354,EQ-0038,T-003,2024-06-06,Corrective,Emergency,Completed,1.46,6.94,61.49,260.0,321.49
MO-00336,N-00355,EQ-0050,T-001,2024-04-03,Preventive,High,Completed,7.52,0.0,413.44,515.0,928.44
MO-00337,N-00356,EQ-0072,T-013,2025-06-27,Corrective,High,Completed,3.44,6.33,189.06,0.0,189.06
MO-00338,N-00357,EQ-0055,T-016,2024-04-04,Preventive,High,Completed,2.93,0.0,161.21,0.0,161.21
MO-00339,N-00358,EQ-0100,T-020,2025-08-16,Preventive,Low,Completed,10.88,0.0,598.18,164.0,762.18
MO-00340,N-00359,EQ-0039,T-029,2026-06-20,Preventive,Medium,Completed,1.27,0.0,70.03,0.0,70.03
MO-00341,N-00360,EQ-0079,T-026,2025-07-10,Corrective,Medium,Closed,13.67,4.01,751.59,0.0,751.59
MO-00342,N-00361,EQ-0074,T-030,2025-05-22,Preventive,Medium,Open,5.04,0.0,277.36,0.0,277.36
MO-00343,N-00362,EQ-0098,T-011,2024-11-13,Preventive,Medium,Completed,4.55,0.0,145.49,0.0,145.49
MO-00344,N-00363,EQ-0035,T-011,2024-05-12,Corrective,Medium,Completed,5.55,4.14,177.61,152.0,329.61
MO-00345,N-00364,EQ-0088,T-003,2024-11-06,Corrective,Low,Completed,4.48,10.85,188.12,602.0,790.12
MO-00346,N-00365,EQ-0063,T-003,2025-06-27,Corrective,Medium,Completed,7.09,9.85,297.96,0.0,297.96
MO-00347,N-00366,EQ-0032,T-021,2025-06-29,Preventive,High,Completed,10.3,0.0,432.81,226.0,658.81
MO-00348,N-00367,EQ-0028,T-019,2024-08-05,Preventive,Medium,Completed,0.71,0.0,38.86,120.0,158.86
MO-00349,N-00368,EQ-0030,T-023,2024-10-24,Preventive,Medium,Completed,1.21,0.0,66.81,0.0,66.81
MO-00350,N-00369,EQ-0051,T-022,2026-01-18,Corrective,Medium,Completed,4.64,7.11,148.54,4060.0,4208.54
MO-00351,N-00370,EQ-0096,T-020,2024-09-30,Preventive,Medium,Completed,2.04,0.0,112.03,0.0,112.03
MO-00352,N-00371,EQ-0095,T-002,2025-11-24,Corrective,Medium,Open,2.3,1.38,96.6,665.0,761.6
MO-00353,N-00372,EQ-0094,T-014,2025-07-17,Corrective,Medium,Completed,8.59,10.11,274.89,0.0,274.89
MO-00354,N-00374,EQ-0079,T-001,2024-07-08,Preventive,Medium,Open,7.42,0.0,408.33,525.0,933.33
MO-00355,N-00375,EQ-0015,T-010,2025-07-28,Preventive,Medium,Closed,6.94,0.0,381.61,135.0,516.61
MO-00356,N-00376,EQ-0018,T-022,2025-08-04,Corrective,Medium,Completed,2.65,12.27,84.74,175.0,259.74
MO-00357,N-00377,EQ-0021,T-014,2026-06-15,Corrective,High,Completed,5.75,6.86,184.09,0.0,184.09
MO-00358,N-00378,EQ-0096,T-020,2026-03-19,Corrective,Medium,Completed,4.42,11.8,243.35,121.0,364.35
MO-00359,N-00379,EQ-0056,T-009,2025-06-14,Preventive,Medium,Completed,3.83,0.0,210.61,396.0,606.61
MO-00360,N-00380,EQ-0030,T-002,2024-05-17,Preventive,High,Completed,2.82,0.0,118.43,0.0,118.43
MO-00361,N-00382,EQ-0087,T-010,2025-06-30,Preventive,Medium,Completed,2.53,0.0,139.12,285.0,424.12
MO-00362,N-00383,EQ-0062,T-020,2025-01-10,Preventive,Medium,Closed,10.3,0.0,566.34,210.0,776.34
MO-00363,N-00384,EQ-0090,T-013,2025-02-17,Preventive,Medium,Completed,6.62,0.0,364.24,96.0,460.24
MO-00364,N-00385,EQ-0023,T-010,2024-05-18,Preventive,Medium,Completed,2.92,0.0,160.59,190.0,350.59
MO-00365,N-00386,EQ-0006,T-004,2025-08-09,Corrective,High,Completed,1.63,2.55,89.89,364.0,453.89
MO-00366,N-00387,EQ-0077,T-014,2025-06-13,Corrective,Medium,Completed,7.34,8.66,234.99,364.0,598.99
MO-00367,N-00388,EQ-0014,T-025,2024-02-13,Preventive,Medium,Completed,1.65,0.0,52.95,260.0,312.95
MO-00368,N-00389,EQ-0017,T-006,2026-06-22,Preventive,Medium,Completed,6.2,0.0,198.46,560.0,758.46
MO-00369,N-00390,EQ-0009,T-026,2024-04-09,Preventive,Medium,Closed,6.01,0.0,330.64,0.0,330.64
MO-00370,N-00391,EQ-0096,T-020,2025-11-23,Preventive,Low,Completed,3.08,0.0,169.47,0.0,169.47
MO-00371,N-00392,EQ-0041,T-024,2024-07-02,Preventive,High,Completed,2.02,0.0,84.8,1250.0,1334.8
MO-00372,N-00393,EQ-0042,T-027,2026-04-09,Corrective,High,Completed,4.08,8.61,130.54,0.0,130.54
MO-00373,N-00394,EQ-0065,T-029,2026-03-02,Preventive,Medium,Open,4.03,0.0,221.39,0.0,221.39
MO-00374,N-00395,EQ-0076,T-002,2024-06-27,Preventive,High,Completed,7.88,0.0,331.16,4100.0,4431.16
MO-00375,N-00396,EQ-0065,T-027,2024-11-19,Preventive,Low,Completed,3.23,0.0,103.39,0.0,103.39
MO-00376,N-00397,EQ-0039,T-004,2026-06-27,Preventive,Low,Closed,7.05,0.0,387.61,570.0,957.61
MO-00377,N-00398,EQ-0078,T-013,2024-04-06,Preventive,Low,Completed,3.81,0.0,209.44,254.0,463.44
MO-00378,N-00399,EQ-0034,T-016,2025-11-19,Preventive,Medium,Completed,12.65,0.0,695.8,285.0,980.8
MO-00379,N-00400,EQ-0018,T-028,2025-02-18,Corrective,Medium,Completed,3.27,20.33,104.53,510.0,614.53
MO-00380,N-00401,EQ-0094,T-029,2024-11-01,Corrective,Medium,Completed,5.88,3.91,323.31,54.0,377.31
MO-00381,N-00402,EQ-0026,T-018,2025-03-06,Corrective,Medium,Completed,4.46,5.73,187.29,0.0,187.29
MO-00382,N-00403,EQ-0048,T-022,2024-05-21,Corrective,Medium,Completed,1.25,9.97,39.88,90.0,129.88
MO-00383,N-00404,EQ-0016,T-022,2025-11-10,Corrective,Low,Completed,12.84,8.26,411.01,0.0,411.01
MO-00384,N-00405,EQ-0079,T-009,2025-12-30,Corrective,Low,Completed,4.86,7.0,267.04,960.0,1227.04
MO-00385,N-00406,EQ-0025,T-017,2024-09-25,Corrective,Emergency,Completed,8.56,5.72,470.82,228.0,698.82
MO-00386,N-00407,EQ-0024,T-005,2025-06-04,Preventive,Low,Completed,2.88,0.0,158.38,525.0,683.38
MO-00387,N-00408,EQ-0066,T-030,2026-04-09,Corrective,Medium,Completed,4.78,4.17,262.8,65.0,327.8
MO-00388,N-00409,EQ-0097,T-024,2025-09-27,Corrective,Medium,Completed,1.34,3.0,56.45,0.0,56.45
MO-00389,N-00410,EQ-0067,T-011,2026-04-08,Preventive,Low,Completed,8.32,0.0,266.3,420.0,686.3
MO-00390,N-00411,EQ-0097,T-026,2025-03-01,Preventive,Medium,Completed,3.1,0.0,170.39,85.0,255.39
MO-00391,N-00412,EQ-0050,T-022,2025-07-19,Preventive,Medium,Completed,8.49,0.0,271.8,110.0,381.8
MO-00392,N-00413,EQ-0075,T-026,2025-10-03,Preventive,Low,Closed,7.55,0.0,415.12,175.0,590.12
MO-00393,N-00414,EQ-0046,T-024,2024-08-24,Corrective,Low,Completed,3.44,7.68,144.39,670.0,814.39
MO-00394,N-00415,EQ-0010,T-007,2024-10-19,Preventive,Medium,Completed,6.08,0.0,255.4,0.0,255.4
MO-00395,N-00416,EQ-0089,T-013,2025-11-08,Corrective,High,Closed,7.54,2.52,414.79,0.0,414.79
MO-00396,N-00417,EQ-0003,T-029,2024-06-17,Preventive,Medium,Closed,6.39,0.0,351.6,0.0,351.6
MO-00397,N-00418,EQ-0069,T-013,2025-12-30,Preventive,Medium,Completed,6.72,0.0,369.59,0.0,369.59
MO-00398,N-00419,EQ-0006,T-002,2025-05-05,Preventive,Medium,Completed,10.93,0.0,459.01,2500.0,2959.01
MO-00399,N-00420,EQ-0062,T-023,2024-03-18,Corrective,High,Completed,2.87,5.62,158.12,0.0,158.12
MO-00400,N-00421,EQ-0035,T-009,2026-06-19,Corrective,High,Completed,3.03,3.85,166.73,538.0,704.73
MO-00401,N-00422,EQ-0076,T-024,2024-05-23,Corrective,Medium,Completed,1.35,8.15,56.73,660.0,716.73
MO-00402,N-00423,EQ-0001,T-027,2024-10-03,Preventive,Medium,Completed,1.52,0.0,48.55,2500.0,2548.55
MO-00403,N-00424,EQ-0043,T-021,2025-05-28,Corrective,Medium,Completed,3.5,4.45,147.06,0.0,147.06
MO-00404,N-00425,EQ-0009,T-015,2025-10-26,Preventive,Medium,Completed,7.27,0.0,399.71,231.0,630.71
MO-00405,N-00426,EQ-0099,T-021,2024-02-20,Preventive,Medium,Completed,2.24,0.0,94.19,380.0,474.19
MO-00406,N-00427,EQ-0039,T-020,2025-07-31,Corrective,High,Completed,5.24,1.72,288.45,0.0,288.45
MO-00407,N-00428,EQ-0086,T-015,2025-03-21,Corrective,Medium,Completed,6.78,1.65,373.09,54.0,427.09
MO-00408,N-00429,EQ-0065,T-010,2024-01-21,Corrective,Medium,Closed,2.56,5.42,141.04,360.0,501.04
MO-00409,N-00430,EQ-0059,T-006,2026-04-18,Preventive,Medium,Completed,5.76,0.0,184.25,0.0,184.25
MO-00410,N-00431,EQ-0016,T-018,2026-01-02,Corrective,Emergency,Completed,9.33,9.45,391.81,425.0,816.81
MO-00411,N-00432,EQ-0100,T-004,2026-02-05,Preventive,Low,Completed,13.06,0.0,718.06,405.0,1123.06
MO-00412,N-00433,EQ-0028,T-010,2025-02-03,Corrective,Medium,Completed,1.05,16.38,57.88,1810.0,1867.88
MO-00413,N-00434,EQ-0007,T-023,2025-04-30,Preventive,Medium,Closed,3.47,0.0,191.1,90.0,281.1
MO-00414,N-00435,EQ-0007,T-023,2024-08-18,Corrective,Low,Completed,1.31,4.18,72.1,0.0,72.1
MO-00415,N-00436,EQ-0089,T-027,2024-11-01,Corrective,Medium,Completed,7.34,3.93,234.93,175.0,409.93
MO-00416,N-00437,EQ-0043,T-012,2026-05-10,Preventive,Medium,Completed,2.43,0.0,77.76,630.0,707.76
MO-00417,N-00438,EQ-0046,T-007,2026-03-16,Corrective,Low,Completed,10.34,10.18,434.31,380.0,814.31
MO-00418,N-00439,EQ-0018,T-014,2024-06-23,Corrective,High,Completed,3.89,5.2,124.44,0.0,124.44
MO-00419,N-00440,EQ-0003,T-004,2025-05-22,Preventive,Medium,Completed,2.28,0.0,125.17,0.0,125.17
MO-00420,N-00441,EQ-0043,T-019,2024-01-18,Preventive,Low,Completed,1.81,0.0,99.6,420.0,519.6
MO-00421,N-00442,EQ-0042,T-015,2025-12-14,Corrective,Emergency,Completed,3.99,30.36,219.56,741.0,960.56
MO-00422,N-00443,EQ-0084,T-030,2026-01-03,Corrective,High,Completed,4.65,3.65,255.48,705.0,960.48
MO-00423,N-00444,EQ-0052,T-001,2024-03-26,Corrective,Medium,Completed,6.22,1.04,342.37,0.0,342.37
MO-00424,N-00445,EQ-0091,T-014,2025-12-21,Corrective,High,Closed,3.01,4.63,96.47,2500.0,2596.47
MO-00425,N-00446,EQ-0027,T-014,2025-08-21,Preventive,Medium,Completed,5.55,0.0,177.56,0.0,177.56
MO-00426,N-00447,EQ-0058,T-018,2025-05-03,Preventive,High,Completed,6.51,0.0,273.39,0.0,273.39
MO-00427,N-00448,EQ-0015,T-030,2024-01-13,Preventive,Medium,Completed,5.44,0.0,299.15,0.0,299.15
MO-00428,N-00449,EQ-0052,T-006,2024-07-31,Corrective,Low,Completed,2.66,3.95,85.27,0.0,85.27
MO-00429,N-00450,EQ-0016,T-028,2026-04-22,Preventive,Low,Completed,10.34,0.0,330.97,0.0,330.97
MO-00430,N-00451,EQ-0081,T-007,2024-05-27,Corrective,Low,Completed,8.37,2.35,351.57,246.0,597.57
MO-00431,N-00452,EQ-0054,T-023,2026-04-02,Preventive,Medium,Open,1.98,0.0,108.95,0.0,108.95
MO-00432,N-00453,EQ-0018,T-013,2024-11-10,Corrective,Emergency,Completed,9.12,10.56,501.33,0.0,501.33
MO-00433,N-00454,EQ-0009,T-022,2024-12-28,Corrective,High,Completed,9.1,8.48,291.23,95.0,386.23
MO-00434,N-00455,EQ-0012,T-030,2024-06-17,Corrective,Medium,Completed,4.72,5.51,259.84,208.0,467.84
MO-00435,N-00456,EQ-0070,T-018,2025-08-29,Corrective,Low,Completed,4.83,9.05,203.0,0.0,203.0
MO-00436,N-00457,EQ-0075,T-009,2024-11-05,Preventive,High,Completed,6.59,0.0,362.42,260.0,622.42
MO-00437,N-00458,EQ-0014,T-029,2025-07-03,Preventive,Medium,Completed,7.42,0.0,408.31,210.0,618.31
MO-00438,N-00459,EQ-0089,T-021,2026-02-11,Corrective,Medium,Completed,5.67,3.33,238.06,18.0,256.06
MO-00439,N-00460,EQ-0083,T-022,2025-05-10,Corrective,Low,Completed,7.64,6.5,244.57,95.0,339.57
MO-00440,N-00461,EQ-0050,T-013,2025-10-20,Preventive,Medium,Completed,3.46,0.0,190.43,0.0,190.43
MO-00441,N-00462,EQ-0016,T-001,2024-05-22,Preventive,Medium,Completed,1.86,0.0,102.23,350.0,452.23
MO-00442,N-00463,EQ-0008,T-023,2024-04-27,Corrective,Medium,Completed,8.77,12.53,482.42,0.0,482.42
MO-00443,N-00464,EQ-0002,T-002,2026-04-16,Preventive,Medium,Completed,1.12,0.0,47.04,370.0,417.04
MO-00444,N-00465,EQ-0044,T-018,2024-09-07,Preventive,Medium,Closed,7.08,0.0,297.56,550.0,847.56
MO-00445,N-00466,EQ-0065,T-007,2024-01-25,Corrective,Medium,Completed,6.44,5.02,270.51,285.0,555.51
MO-00446,N-00467,EQ-0028,T-016,2024-12-13,Corrective,Medium,Completed,16.01,2.22,880.34,148.0,1028.34
MO-00447,N-00468,EQ-0051,T-020,2025-12-06,Corrective,Medium,Completed,6.93,4.38,381.12,475.0,856.12
MO-00448,N-00469,EQ-0011,T-023,2025-10-27,Corrective,Medium,Open,9.77,2.21,537.46,0.0,537.46
MO-00449,N-00470,EQ-0065,T-011,2026-02-26,Preventive,Medium,Open,7.19,0.0,230.06,425.0,655.06
MO-00450,N-00471,EQ-0100,T-010,2024-03-29,Corrective,Medium,Completed,1.4,8.33,77.13,0.0,77.13
